edge_id,anchor_char,derived_char,added_component,anchor_role,added_component_role,phonophore_root,recursive_depth,family_id_root,family_id_immediate,edge_structure_pattern,layout,edge_status,edge_confidence,edge_dispute_flag,source_reference,anchor_in_population,anchor_char_raw,phonophore_root_raw,added_component_raw,edge_structure_pattern_raw,anchor_char_normalized,added_component_normalized,edge_structure_pattern_normalized,normalization_applied,normalization_map_id,normalization_rule_category,normalization_confidence,normalization_notes,phonophore_root_normalized,normalization_collapse_group,normalization_collapse_flag,v3_change_type,v2_edge_id,audit_disposition,validation_source_1,validation_source_1_url,validation_source_1_claim,validation_source_2,validation_source_2_url,historical_phonology_support,modern_pronunciation_support,reviewer_notes,review_status,review_date
EDGE-04645,疋,疏,㐬,phonophore_and_semantic,structural_remainder_presumed_semantic,疋,1,ROOT-758B,IMM-758B,⿰疋㐬,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 疋亦聲,True,疋,疋,㐬,⿰疋㐬,疋,㐬,⿰疋㐬,False,,,not_applicable,No accepted mapping applied.,疋,COLLAPSE-04346,False,disputed,EDGE-04645,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 疋亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04731,皕,奭,大,phonophore_and_semantic,structural_remainder_presumed_semantic,皕,1,ROOT-7695,IMM-7695,⿻大皕,overlay,eligible_direct,medium,True,CJKVI ids-analysis: 皕亦聲,True,皕,皕,大,⿻大皕,皕,大,⿻大皕,False,,,not_applicable,No accepted mapping applied.,皕,COLLAPSE-04426,False,disputed,EDGE-04731,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 皕亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04799,䀠,瞿,隹,phonophore_and_semantic,structural_remainder_presumed_semantic,䀠,1,ROOT-4020,IMM-4020,⿱䀠隹,top-bottom,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 䀠亦聲,False,䀠,䀠,隹,⿱䀠隹,䀠,隹,⿱䀠隹,False,,,not_applicable,No accepted mapping applied.,䀠,COLLAPSE-00062,False,disputed,EDGE-04799,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 䀠亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04824,柔,煣,火,phonophore_and_semantic,structural_remainder_presumed_semantic,矛,2,ROOT-77DB,IMM-67D4,⿰火柔,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 柔亦聲,True,柔,矛,火,⿰火柔,柔,火,⿰火柔,False,,,not_applicable,No accepted mapping applied.,矛,COLLAPSE-03677,False,disputed,EDGE-04824,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 柔亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04829,柔,鞣,革,phonophore_and_semantic,structural_remainder_presumed_semantic,矛,2,ROOT-77DB,IMM-67D4,⿰革柔,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 柔亦聲,True,柔,矛,革,⿰革柔,柔,革,⿰革柔,False,,,not_applicable,No accepted mapping applied.,矛,COLLAPSE-03682,False,disputed,EDGE-04829,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 柔亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04879,石,祏,礻,phonophore_and_semantic,structural_remainder_presumed_semantic,石,1,ROOT-77F3,IMM-77F3,⿰礻石,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 石亦聲,True,石,石,礻,⿰礻石,石,礻,⿰礻石,False,,,not_applicable,No accepted mapping applied.,石,COLLAPSE-04577,False,disputed,EDGE-04879,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 石亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04926,离,魑,鬼,phonophore_and_semantic,structural_remainder_presumed_semantic,离,1,ROOT-79BB,IMM-79BB,⿺鬼离,surround-lower-left,eligible_direct,medium,True,CJKVI ids-analysis: 离亦聲,True,离,离,鬼,⿺鬼离,离,鬼,⿺鬼离,False,,,not_applicable,No accepted mapping applied.,离,COLLAPSE-04620,False,disputed,EDGE-04926,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 离亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05037,迷,謎,言,phonophore_and_semantic,structural_remainder_presumed_semantic,米,2,ROOT-7C73,IMM-8FF7,⿰言迷,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 迷亦聲,True,迷,米,言,⿰言迷,迷,言,⿰言迷,False,,,not_applicable,No accepted mapping applied.,米,COLLAPSE-05560,False,disputed,EDGE-05037,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 迷亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05070,羊,羌,儿,phonophore_and_semantic,structural_remainder_presumed_semantic,羊,1,ROOT-7F8A,IMM-7F8A,⿱羊儿,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 羊亦聲,True,羊,羊,儿,⿱羊儿,羊,儿,⿱羊儿,False,,,not_applicable,No accepted mapping applied.,羊,COLLAPSE-04747,False,disputed,EDGE-05070,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 羊亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05142,䊮,糶,出,phonophore_and_semantic,structural_remainder_presumed_semantic,䊮,1,ROOT-42AE,IMM-42AE,⿶䊮出,surround-from-below,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 䊮亦聲,False,䊮,䊮,出,⿶䊮出,䊮,出,⿶䊮出,False,,,not_applicable,No accepted mapping applied.,䊮,COLLAPSE-00066,False,disputed,EDGE-05142,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 䊮亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05154,而,耏,彡,phonophore_and_semantic,structural_remainder_presumed_semantic,而,1,ROOT-800C,IMM-800C,⿰而彡,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 而亦聲,True,而,而,彡,⿰而彡,而,彡,⿰而彡,False,,,not_applicable,No accepted mapping applied.,而,COLLAPSE-04844,False,disputed,EDGE-05154,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 而亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05167,豈,愷,忄,phonophore_and_semantic,structural_remainder_presumed_semantic,豈,1,ROOT-8C48,IMM-8C48,⿰忄豈,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 豈亦聲,True,豈,豈,忄,⿰忄豈,豈,忄,⿰忄豈,False,,,not_applicable,No accepted mapping applied.,豈,COLLAPSE-05342,False,disputed,EDGE-05167,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 豈亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05180,段,碫,石,phonophore_and_semantic,structural_remainder_presumed_semantic,段,1,ROOT-6BB5,IMM-6BB5,⿰石段,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 段亦聲,True,段,段,石,⿰石段,段,石,⿰石段,False,,,not_applicable,No accepted mapping applied.,段,COLLAPSE-03808,False,disputed,EDGE-05180,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 段亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05204,耳,珥,王,phonophore_and_semantic,structural_remainder_presumed_semantic,耳,1,ROOT-8033,IMM-8033,⿰王耳,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 耳亦聲,True,耳,耳,王,⿰王耳,耳,王,⿰王耳,False,,,not_applicable,No accepted mapping applied.,耳,COLLAPSE-04871,False,disputed,EDGE-05204,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 耳亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05331,臽,窞,穴,phonophore_and_semantic,structural_remainder_presumed_semantic,臽,1,ROOT-81FD,IMM-81FD,⿱穴臽,top-bottom,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 臽亦聲,False,臽,臽,穴,⿱穴臽,臽,穴,⿱穴臽,False,,,not_applicable,No accepted mapping applied.,臽,COLLAPSE-05013,False,disputed,EDGE-05331,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 臽亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05339,監,覽,見,phonophore_and_semantic,structural_remainder_presumed_semantic,監,1,ROOT-76E3,IMM-76E3,⿱監見,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 監亦聲,True,監,監,見,⿱監見,監,見,⿱監見,False,,,not_applicable,No accepted mapping applied.,監,COLLAPSE-04465,False,disputed,EDGE-05339,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 監亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05413,受,授,扌,phonophore_and_semantic,structural_remainder_presumed_semantic,受,1,ROOT-53D7,IMM-53D7,⿰扌受,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 受亦聲,True,受,受,扌,⿰扌受,受,扌,⿰扌受,False,,,not_applicable,No accepted mapping applied.,受,COLLAPSE-01355,False,disputed,EDGE-05413,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 受亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05432,色,赩,赤,phonophore_and_semantic,structural_remainder_presumed_semantic,色,1,ROOT-8272,IMM-8272,⿰赤色,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 色亦聲,True,色,色,赤,⿰赤色,色,赤,⿰赤色,False,,,not_applicable,No accepted mapping applied.,色,COLLAPSE-05077,False,disputed,EDGE-05432,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 色亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05448,芻,犓,牜,phonophore_and_semantic,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰牜芻,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 芻亦聲,True,芻,芻,牜,⿰牜芻,芻,牜,⿰牜芻,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05080,False,disputed,EDGE-05448,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 芻亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05469,敬,憼,心,phonophore_and_semantic,structural_remainder_presumed_semantic,茍,2,ROOT-830D,IMM-656C,⿱敬心,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 敬亦聲,True,敬,茍,心,⿱敬心,敬,心,⿱敬心,False,,,not_applicable,No accepted mapping applied.,茍,COLLAPSE-03235,False,disputed,EDGE-05469,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 敬亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05471,敬,警,言,phonophore_and_semantic,structural_remainder_presumed_semantic,茍,2,ROOT-830D,IMM-656C,⿱敬言,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 敬亦聲,True,敬,茍,言,⿱敬言,敬,言,⿱敬言,False,,,not_applicable,No accepted mapping applied.,茍,COLLAPSE-03237,False,disputed,EDGE-05471,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 敬亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05476,菐,僕,亻,phonophore_and_semantic,structural_remainder_presumed_semantic,菐,1,ROOT-83D0,IMM-83D0,⿰亻菐,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 菐亦聲,False,菐,菐,亻,⿰亻菐,菐,亻,⿰亻菐,False,,,not_applicable,No accepted mapping applied.,菐,COLLAPSE-05131,False,disputed,EDGE-05476,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 菐亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05578,虐,瘧,疒,phonophore_and_semantic,structural_remainder_presumed_semantic,虐,1,ROOT-8650,IMM-8650,⿸疒虐,surround-upper-left,eligible_direct,medium,True,CJKVI ids-analysis: 虐亦聲,True,虐,虐,疒,⿸疒虐,虐,疒,⿸疒虐,False,,,not_applicable,No accepted mapping applied.,虐,COLLAPSE-05182,False,disputed,EDGE-05578,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 虐亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05616,卒,晬,日,phonophore_and_semantic,structural_remainder_presumed_semantic,卒,1,ROOT-5352,IMM-5352,⿰日卒,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 卒亦聲,True,卒,卒,日,⿰日卒,卒,日,⿰日卒,False,,,not_applicable,No accepted mapping applied.,卒,COLLAPSE-01147,False,disputed,EDGE-05616,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 卒亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05633,賈,價,亻,phonophore_and_semantic,structural_remainder_presumed_semantic,襾,2,ROOT-897E,IMM-8CC8,⿰亻賈,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 賈亦聲,True,賈,襾,亻,⿰亻賈,賈,亻,⿰亻賈,False,,,not_applicable,No accepted mapping applied.,襾,COLLAPSE-05429,False,disputed,EDGE-05633,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 賈亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05636,見,晛,日,phonophore_and_semantic,structural_remainder_presumed_semantic,見,1,ROOT-898B,IMM-898B,⿰日見,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 見亦聲,True,見,見,日,⿰日見,見,日,⿰日見,False,,,not_applicable,No accepted mapping applied.,見,COLLAPSE-05267,False,disputed,EDGE-05636,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 見亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05644,見,靦,面,phonophore_and_semantic,structural_remainder_presumed_semantic,見,1,ROOT-898B,IMM-898B,⿰面見,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 見亦聲,True,見,見,面,⿰面見,見,面,⿰面見,False,,,not_applicable,No accepted mapping applied.,見,COLLAPSE-05275,False,disputed,EDGE-05644,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 見亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05687,善,鄯,阝,phonophore_and_semantic,structural_remainder_presumed_semantic,善,1,ROOT-5584,IMM-5584,⿰善阝,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 善亦聲,True,善,善,阝,⿰善阝,善,阝,⿰善阝,False,,,not_applicable,No accepted mapping applied.,善,COLLAPSE-01729,False,disputed,EDGE-05687,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 善亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05720,貝,敗,攵,phonophore_and_semantic,structural_remainder_presumed_semantic,貝,1,ROOT-8C9D,IMM-8C9D,⿰貝攵,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 貝亦聲,True,貝,貝,攵,⿰貝攵,貝,攵,⿰貝攵,False,,,not_applicable,No accepted mapping applied.,貝,COLLAPSE-05386,False,disputed,EDGE-05720,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 貝亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05757,𣪠,轚,車,phonophore_and_semantic,structural_remainder_presumed_semantic,𣪠,1,ROOT-23AA0,IMM-23AA0,⿱𣪠車,top-bottom,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 𣪠亦聲,False,𣪠,𣪠,車,⿱𣪠車,𣪠,車,⿱𣪠車,False,,,not_applicable,No accepted mapping applied.,𣪠,COLLAPSE-06131,False,disputed,EDGE-05757,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 𣪠亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05758,而,輀,車,phonophore_and_semantic,structural_remainder_presumed_semantic,而,1,ROOT-800C,IMM-800C,⿰車而,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 而亦聲,True,而,而,車,⿰車而,而,車,⿰車而,False,,,not_applicable,No accepted mapping applied.,而,COLLAPSE-04846,False,disputed,EDGE-05758,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 而亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-05850,酉,酒,氵,phonophore_and_semantic,structural_remainder_presumed_semantic,酉,1,ROOT-9149,IMM-9149,⿰氵酉,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 酉亦聲,True,酉,酉,氵,⿰氵酉,酉,氵,⿰氵酉,False,,,not_applicable,No accepted mapping applied.,酉,COLLAPSE-05619,False,disputed,EDGE-05850,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 酉亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-06063,章,彰,彡,phonophore_and_semantic,structural_remainder_presumed_semantic,章,1,ROOT-7AE0,IMM-7AE0,⿰章彡,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 章亦聲,True,章,章,彡,⿰章彡,章,彡,⿰章彡,False,,,not_applicable,No accepted mapping applied.,章,COLLAPSE-04674,False,disputed,EDGE-06063,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 章亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-06101,高,歊,欠,phonophore_and_semantic,structural_remainder_presumed_semantic,高,1,ROOT-9AD8,IMM-9AD8,⿰高欠,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 高亦聲,True,高,高,欠,⿰高欠,高,欠,⿰高欠,False,,,not_applicable,No accepted mapping applied.,高,COLLAPSE-05924,False,disputed,EDGE-06101,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 高亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-06136,鬼,餽,飠,phonophore_and_semantic,structural_remainder_presumed_semantic,鬼,1,ROOT-9B3C,IMM-9B3C,⿰飠鬼,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 鬼亦聲,True,鬼,鬼,飠,⿰飠鬼,鬼,飠,⿰飠鬼,False,,,not_applicable,No accepted mapping applied.,鬼,COLLAPSE-05958,False,disputed,EDGE-06136,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 鬼亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-06206,店,掂,扌,inherited_component_candidate,indexing_radical_and_structural_remainder,占,2,ROOT-5360,IMM-5E97,⿰扌店,left-right,required_diagnostic_candidate,low,True,CJKVI ids.txt plus Phase IV instruction diagnostic; no CJKVI 聲 label,True,店,占,扌,⿰扌店,店,扌,⿰扌店,False,,,not_applicable,No accepted mapping applied.,占,COLLAPSE-02805,False,disputed,EDGE-06206,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids.txt plus Phase IV instruction diagnostic; no CJKVI 聲 label,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-06207,店,惦,忄,inherited_component_candidate,indexing_radical_and_structural_remainder,占,2,ROOT-5360,IMM-5E97,⿰忄店,left-right,required_diagnostic_candidate,low,True,CJKVI ids.txt plus Phase IV instruction diagnostic; no CJKVI 聲 label,True,店,占,忄,⿰忄店,店,忄,⿰忄店,False,,,not_applicable,No accepted mapping applied.,占,COLLAPSE-02804,False,disputed,EDGE-06207,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids.txt plus Phase IV instruction diagnostic; no CJKVI 聲 label,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-V3-06196,青,清,氵,phonophore,semantic_component_independently_validated,青,1,ROOT-9752,IMM-9752,⿰氵青,left-right,eligible_direct,high,False,Taiwan MOE Variants Dictionary: 从水，青聲,True,青,青,氵,⿰氵青,青,氵,⿰氵青,False,,,not_applicable,No A3 normalization required.,青,COLLAPSE-V3-9752-6E05,False,added,,confirmed_edge,Taiwan MOE Dictionary of Chinese Character Variants,https://dict.variants.moe.edu.tw/dictView.jsp?ID=24025,Entry explicitly states 从水，青聲.,"Chinese Text Project, Shuowen Jiezi dictionary entry",https://ctext.org/dictionary.pl?char=%E6%B8%85&if=gb,Shuowen structural statement 青聲; fanqie 七情切.,青 qing / 清 qing exact toneless Mandarin; screening corroboration only.,Added solely from independent lexicographic/historical evidence.,reviewed_confirmed,2026-09-07
